,796_female,195_male,354_male,306_male,705_female,853_male,228_female,850_male,136_female,332_male,843_male,385_male,32_female,732_male,787_female,486_female,317_male,739_male,59_male,820_male,584_female,385_female,386_female,437_female,595_male,517_male,843_female,176_male,105_female,359_female,437_male,362_male,390_male,91_male,208_male,48_female,304_female,32_male,853_female,101_female,705_male,365_male,153_female,377_male,390_female,737_female,176_female,820_female,31_male,737_male,395_female,832_male,787_male,362_female,131_male,181_female,365_female,900_female,377_female,409_female,879_male,703_male,584_male,335_male,317_female,304_male,320_female,359_male,439_female,405_female,309_female,306_female,732_female,91_female,100_female,350_female,75_male,228_male,354_female,105_male,256_female,75_female,859_female,850_female,595_female,517_female,439_male,350_male,195_female,48_male,321_male,786_male,335_female,786_female,59_female,832_female,93_female,790_male,26_female,21_female,100_male,21_male,208_female,395_male,802_male,900_male,859_male,332_female,486_male,26_male,309_male
796_female,1.401888605689207e-308,0.18207791204972779,0.34702907711757264,0.18926019820235077,0.21994078718216648,0.22846804577393828,0.16960280373831774,0.21054911117806568,0.23207459362430605,0.29225879791923337,0.15075853350189633,0.18064985451018428,0.35201573254670593,0.33020789436718634,0.40349768225874416,0.3709088355106054,0.22675916749256686,0.21674392470852644,0.1507585335018963,0.15075853350189627,0.1507585335018963,0.20667864444582118,0.2748321654334297,0.26030303030303037,0.405850540806293,0.217411481701431,0.17763842791412726,0.27081648715321294,0.15075853350189633,0.37189211967973035,0.2312811748384509,0.25077621334009803,0.16984551115406898,0.19703455275583598,0.1920383339476594,0.36436143342177785,0.2200177133756297,0.2127765008906548,0.30694936654106775,0.16417935817242318,0.2017109605697412,0.33020789436718634,0.4058505408062929,0.3234259059532806,0.1813728944957361,0.15075853350189633,0.25368750580005806,0.15075853350189633,0.21857473786881249,0.3470290771175727,0.15075853350189633,0.35201573254670593,0.17196890782027308,0.41863649488489674,0.20483041757591447,0.20141862456715193,0.3587516023799209,0.15075853350189633,0.298703290653636,0.15075853350189633,0.2012140470952497,0.29998205116199217,0.15075853350189633,0.20396264981882373,0.16181361018736307,0.21988846962967912,0.2223203390919016,0.1973043943840863,0.15075853350189627,0.32402791429956046,0.2250806532078358,0.2070653484446588,0.2587327134625942,0.30924050632911393,0.15075853350189633,0.37082550997196656,0.15075853350189633,0.16467878787878787,0.3285881379756096,0.15075853350189633,0.19539132806108533,0.33575872396222134,0.22011498291000747,0.28137899990736226,0.20880741677201853,0.3709088355106054,0.1881045748337689,0.242736612043159,0.22614564301428092,0.19857248231873997,0.4016013485040033,0.22531892433308465,0.1894859607428923,0.405850540806293,0.16977623276847154,0.15273916278341226,0.33020789436718634,0.2649875947696649,0.17318313316384676,0.23825514295960615,0.15075853350189633,0.15454264766012848,0.25596795939408357,0.15075853350189633,0.19822704910424208,0.15075853350189633,0.2760026487428058,0.31349156777014364,0.32311420143278546,0.15306691149185303,0.18319462755438365
195_male,0.18207791204972779,1.6823318264277294e-308,0.3242244828869353,0.1873473150495506,0.21614420062695922,0.19203112272127187,0.1667523364485981,0.1517588128954504,0.20843998271448988,0.27975500744909776,0.18873788656808616,0.1760080365802965,0.34234965076269386,0.30160021006352217,0.41649747680534777,0.3736535268908536,0.22214073339940532,0.18794641133546963,0.18873788656808616,0.18873788656808616,0.18873788656808616,0.20276005204138528,0.27196550203361586,0.25824242424242416,0.4189413536156905,0.18829388826686227,0.18873788656808616,0.19485778102083323,0.18873788656808616,0.38119602830544785,0.21200611533132674,0.17481750720771833,0.1598733676296003,0.09267615541003503,0.1892969037965352,0.3658363556079822,0.14405900724324996,0.18829388826686227,0.23836529167712467,0.16009994560783244,0.17037952202617657,0.29340429116076255,0.4156982355893595,0.2787567067741248,0.17804285009514412,0.18873788656808616,0.17772879966767843,0.18873788656808616,0.21025359668373567,0.3306334119604604,0.18873788656808616,0.3403743431220998,0.18829388826686227,0.4314656478734996,0.2013906868365573,0.1966526417693711,0.3602265245661253,0.18873788656808616,0.22274458452125623,0.18873788656808616,0.09640023248429852,0.22402334502961244,0.18873788656808616,0.1935334014679922,0.15666315191824154,0.21402811633886532,0.11090005372144757,0.18829388826686225,0.18873788656808616,0.2793587151204046,0.2197093158612432,0.20511212925006025,0.1827740073302146,0.24100523952205546,0.18873788656808616,0.3722250106173507,0.18873788656808616,0.1619393939393939,0.2849373402573331,0.18873788656808616,0.19082356149440957,0.308086293992224,0.16775414076676573,0.20409590099689945,0.18873788656808616,0.3736535268908536,0.17037952202617657,0.20420462508759635,0.21943398336999886,0.19338742569531825,0.40631635844175895,0.18829388826686227,0.18636123580670716,0.41936604764294816,0.1820779120497278,0.14046285781415202,0.2987917229758027,0.18902888863728518,0.16814236872096078,0.23429400449907084,0.18873788656808616,0.1820779120497278,0.25327147275755413,0.18873788656808616,0.1860438132367957,0.18873788656808616,0.20004394261042602,0.30621486570893197,0.2816608453357404,0.18873788656808616,0.17037952202617657
354_male,0.34702907711757264,0.3242244828869353,6.739042072955694e-309,0.3049728994893441,0.24903567922059988,0.23332273109540644,0.33654205607476634,0.2229534563119543,0.2229534563119543,0.2691193511008111,0.3361867246153447,0.33049338336133693,0.27652136808245253,0.2886979763268423,0.22042604871003746,0.21761964156764918,0.23236427980903435,0.29470557342611436,0.3508501280115538,0.3508501280115538,0.3508501280115538,0.262260320455299,0.26417405792130144,0.20591807260552747,0.31306708375283304,0.33013851506597514,0.31044932923872637,0.22306833847567778,0.3287409108304631,0.21258123810149016,0.2131412028900604,0.24315665679873474,0.3393022028756101,0.3036595693808588,0.29670578495786626,0.21359876583732684,0.2230683384756778,0.321217107097316,0.27652136808245253,0.3240994397049718,0.28603237344537624,0.33013851506597525,0.24151340528388487,0.27652136808245253,0.25972026080359745,0.3336796588590605,0.21359876583732684,0.3508501280115538,0.21249030723013038,0.2567287293906473,0.3438683896413929,0.17246638376521678,0.33013851506597514,0.21388448532004006,0.277540770873128,0.28046929202861837,0.220688636512834,0.3508501280115538,0.33013851506597514,0.3419577404053471,0.27641711416700077,0.30656966490299825,0.3508501280115538,0.2072802468325346,0.32697400085237205,0.23464178605950536,0.2230683384756778,0.33013851506597514,0.3508501280115539,0.2146655287861879,0.22150602314320617,0.2506754187913739,0.22213549289361562,0.22295345631195432,0.34030840890645403,0.21427676669904,0.3438296885866625,0.3297939393939394,0.23487913683992112,0.3508501280115538,0.28787424020636376,0.3018610910523206,0.2786402741816762,0.2157608455313315,0.3344661568960634,0.32432658524343316,0.2927454321202243,0.19222144358794674,0.2348670407652681,0.29032350416820246,0.1876837033077946,0.33013851506597514,0.2892365644466619,0.27652136808245253,0.2909624835191178,0.3368570872875475,0.25935469047462745,0.26091053362428085,0.34577845362107384,0.216946760322983,0.3508501280115538,0.29470557342611436,0.17318887526333293,0.3508501280115539,0.28333953941677714,0.34000432713111206,0.2981194210936823,0.21258123810149016,0.20636118952274668,0.3508501280115538,0.3117859514746568
306_male,0.18926019820235077,0.1873473150495506,0.3049728994893441,4.227423231362657e-309,0.18578013367135282,0.18329108089421525,0.16362149532710277,0.18578013367135285,0.18578013367135288,0.2736715775533852,0.19836367826688178,0.1701538035194679,0.3230980673651027,0.2823486266659309,0.39645079511408154,0.36439589611561174,0.18384420373357913,0.1925789352385342,0.19836367826688178,0.19836367826688178,0.19836367826688178,0.18541138511177685,0.26789827020140144,0.252,0.39645079511408154,0.19598985941461167,0.19836367826688178,0.1873473150495506,0.19836367826688178,0.3705923023738188,0.20617744016052741,0.18806176538372893,0.18384420373357913,0.1873473150495506,0.18169461850350166,0.3465847722103911,0.1873473150495506,0.19598985941461164,0.21911370827953347,0.18211569486056692,0.1882922332334639,0.27415270776317135,0.4064070062226318,0.25950512337653353,0.17911961281401245,0.19598985941461164,0.17911961281401245,0.19836367826688178,0.2053157766398439,0.3113818285628692,0.19836367826688178,0.3226509375828675,0.1959898594146116,0.4188336535099383,0.18393639087347316,0.18384420373357913,0.340974941168534,0.19836367826688178,0.20349300112366508,0.19836367826688178,0.1873473150495506,0.20477176163202127,0.19836367826688175,0.18514819288302514,0.15173574499148346,0.18329108089421525,0.18734731504955057,0.19598985941461164,0.19836367826688173,0.2601071317228134,0.21487012339109318,0.19300699300699298,0.18384420373357913,0.2217536561244643,0.19836367826688178,0.35304884876057974,0.19836367826688173,0.18578013367135282,0.26568575685974194,0.19836367826688175,0.18541138511177685,0.28883471059463284,0.18803871859875546,0.18870395870140066,0.19836367826688178,0.3648168964359536,0.1882922332334639,0.19674141555711278,0.18206960129061994,0.1879637262984336,0.38525129813346515,0.1959898594146116,0.18578013367135285,0.40640700622263193,0.18926019820235074,0.18384420373357913,0.27954013957821156,0.18803871859875548,0.18393639087347313,0.18206960129061994,0.19836367826688178,0.1892601982023508,0.24688714410341817,0.19836367826688178,0.18393639087347313,0.19836367826688173,0.1925789352385342,0.24259104883600785,0.2567006878914945,0.19836367826688178,0.1882922332334639
705_female,0.21994078718216648,0.21614420062695922,0.24903567922059988,0.18578013367135282,1.235537949028478e-308,0.19159574169264906,0.165911214953271,0.1359507874455771,0.06812860015654132,0.27938255255752353,0.2263322884012539,0.1753845087986698,0.26716084709635834,0.2264114063971867,0.4055146883507803,0.3084586758468675,0.22182358771060456,0.22234413096482059,0.2263322884012539,0.2263322884012539,0.2263322884012539,0.20257418995105628,0.26961336796197377,0.25610101010101005,0.4274839117956891,0.2252176941832114,0.22367637573575494,0.21614420062695922,0.22633228840125388,0.32388298233186563,0.21128947494147438,0.2180947405085336,0.1716148149618395,0.21614420062695927,0.18858274972355327,0.29064755194164676,0.21614420062695924,0.2252176941832114,0.21973180076628349,0.15969200435137337,0.21973180076628349,0.22521769418321136,0.40370084697391234,0.2197318007662835,0.1762280639932342,0.22521769418321141,0.16911101083032493,0.2263322884012539,0.20930870519385514,0.25544460829412496,0.2263322884012539,0.303568234662851,0.22521769418321141,0.44089167537443397,0.20115027554832265,0.19648508768663664,0.28503772089978985,0.2263322884012539,0.22521769418321141,0.2263322884012539,0.21614420062695924,0.2252176941832114,0.2263322884012539,0.19302239152652606,0.1551017925216968,0.2138611547066484,0.21614420062695924,0.22521769418321141,0.2235963124380147,0.20842276323051448,0.2193268367313001,0.20284543043163733,0.2106221745210915,0.16581643585572003,0.2263322884012539,0.2971116284918355,0.2263322884012539,0.11923427377220479,0.24615278210049452,0.2263322884012539,0.19048268339241886,0.23289749032588858,0.2180947405085336,0.1872176506540017,0.22633228840125388,0.30887967616720946,0.2197318007662835,0.20285564120532584,0.21917297438383232,0.19243285460146653,0.3749467121122434,0.22521769418321141,0.06703570860623576,0.426048062567866,0.21994078718216648,0.15440227030320108,0.22360291930946727,0.2180947405085336,0.16807661961953185,0.23373977113422229,0.22633228840125388,0.21994078718216648,0.25297406614323104,0.2263322884012539,0.18525480367585628,0.22633228840125386,0.22234413096482059,0.30552779512804495,0.2801106706958126,0.2263322884012539,0.2197318007662835
853_male,0.22846804577393828,0.19203112272127187,0.23332273109540644,0.18329108089421525,0.19159574169264906,1.4199040514325115e-308,0.16512529969361883,0.1915957416926491,0.1915957416926491,0.27689951994702866,0.26499255638886543,0.17216294859359846,0.2266981798340185,0.22595627373556992,0.40321901070194655,0.27940043971305767,0.19003679671919327,0.2158928119996629,0.2649925563888655,0.26499255638886543,0.26499255638886543,0.19034577680402237,0.26873131768510805,0.25375757575757574,0.35016337582046597,0.21347714951827196,0.2520636645798968,0.19203112272127187,0.2625615468467023,0.24656244635664248,0.20923510582389754,0.19357602314541728,0.19003679671919327,0.19203112272127187,0.18459730925175083,0.2697639046117688,0.19203112272127185,0.21347714951827193,0.19399735962472964,0.1591310851237422,0.19399735962472964,0.21347714951827196,0.4136322082066476,0.19399735962472958,0.1754175769962647,0.254574898736306,0.15589274969915762,0.2649925563888655,0.20824189222140937,0.25724574081203144,0.26499255638886543,0.287676357375547,0.21347714951827196,0.3731997737352034,0.19016319766298698,0.19003679671919324,0.29911962703738215,0.2649925563888655,0.2134771495182719,0.26499255638886543,0.19203112272127187,0.21347714951827193,0.26499255638886543,0.19074607451454056,0.1965841881285299,0.06965669967393223,0.19203112272127187,0.21347714951827196,0.25703697863281555,0.20603115226589805,0.2173479229720291,0.19647938268627924,0.190163197662987,0.19159574169264906,0.26499255638886543,0.21979109251661233,0.26499255638886543,0.19655480974742795,0.24316146211571046,0.2649925563888655,0.19034577680402237,0.2158800110327156,0.19333726580714022,0.15465594858311427,0.2624752194845652,0.23155914019198626,0.19399735962472964,0.20105115627189907,0.21751370297177375,0.1888098234043476,0.3757804225471628,0.21347714951827196,0.1915957416926491,0.41518496671441807,0.20189039633718153,0.19003679671919324,0.19357602314541728,0.19333726580714022,0.190163197662987,0.23113161412317018,0.26499255638886543,0.20189039633718153,0.25077325719724003,0.26499255638886543,0.190163197662987,0.26499255638886543,0.2034212522120165,0.3014990630855715,0.26403987284643454,0.26499255638886543,0.19399735962472964
228_female,0.16960280373831774,0.1667523364485981,0.33654205607476634,0.16362149532710277,0.165911214953271,0.16512529969361883,9.63274624117551e-309,0.165911214953271,0.165911214953271,0.27280251613971196,0.18242990654205604,0.16991132049327975,0.3499065420560747,0.31421617011558234,0.40775317085546936,0.35644859813084107,0.16528037383177568,0.23401869158878508,0.18242990654205604,0.18242990654205604,0.18242990654205607,0.16546728971962615,0.26667320037242115,0.2518585858585858,0.4216438157010006,0.1728971962616822,0.18242990654205607,0.20747374107289343,0.18242990654205604,0.3598185871717566,0.20574745592661603,0.19834770569635246,0.20668060954156176,0.1667523364485981,0.18104957611500183,0.35644859813084107,0.1667523364485981,0.17289719626168223,0.25098125172918484,0.1647429906542056,0.1678738317757009,0.3060202512128227,0.42261779369426306,0.2913726668261849,0.16406542056074763,0.18242990654205604,0.19034475971973866,0.18242990654205604,0.20461472811509387,0.34105311033027763,0.18242990654205607,0.3499065420560747,0.1728971962616822,0.44112149532710276,0.1653271028037383,0.16528037383177568,0.35644859813084107,0.18242990654205604,0.2353605445733165,0.18242990654205607,0.1667523364485981,0.2366393050816727,0.18242990654205607,0.18410294527548082,0.1512490875172358,0.16511682242990655,0.1667523364485981,0.1728971962616822,0.18242990654205607,0.2919746751724648,0.21445438520637244,0.1919459850494333,0.1953899673822748,0.2536211995741157,0.18242990654205604,0.35644859813084107,0.18242990654205604,0.165911214953271,0.2975533003093933,0.18242990654205607,0.1801536436364749,0.3207022540442842,0.16682242990654203,0.23488928500725947,0.23401869158878508,0.35644859813084107,0.16787383177570092,0.19572529782761033,0.16455607476635514,0.16352803738317756,0.38528037383177566,0.1728971962616822,0.165911214953271,0.4254205607476635,0.16960280373831776,0.1652803738317757,0.3114076830278629,0.20164484868934546,0.1653271028037383,0.16455607476635511,0.18242990654205604,0.16960280373831776,0.24567769053850422,0.18242990654205604,0.1653271028037383,0.18242990654205604,0.21586606332202946,0.28342785175153384,0.28856823134114584,0.18242990654205604,0.16787383177570092
850_male,0.21054911117806568,0.1517588128954504,0.2229534563119543,0.18578013367135285,0.1359507874455771,0.1915957416926491,0.165911214953271,1.7272682521528934e-308,0.14733905272444137,0.2788859460354246,0.2411494426031937,0.1753845087986698,0.23752653869247875,0.20420007636502482,0.3801305477818603,0.30653058150045187,0.2218235877106045,0.22574570653811382,0.2411494426031937,0.2411494426031937,0.2411494426031937,0.2025741899510563,0.26961336796197377,0.25610101010101005,0.3978496033918094,0.2301898162097017,0.22999566878485844,0.1552928669795523,0.2352340859803546,0.2942486739279859,0.21128947494147438,0.17955332931605905,0.16232747986901652,0.15175881289545043,0.18858274972355327,0.2610132435377671,0.1517588128954504,0.2301898162097017,0.19947649894546549,0.15969200435137337,0.19947649894546549,0.23018981620970175,0.39279079100591774,0.19947649894546549,0.1762280639932342,0.22883602966606462,0.16911101083032493,0.2411494426031937,0.20930870519385514,0.22581029989024531,0.2411494426031937,0.3130460982223561,0.23018981620970172,0.4208860013065469,0.20115027554832265,0.1964850876866366,0.2656942936545226,0.2411494426031937,0.2301898162097017,0.2411494426031937,0.1607904210544845,0.2301898162097017,0.2411494426031937,0.19302239152652606,0.1551017925216968,0.2138611547066484,0.15175881289545043,0.23018981620970175,0.23890221249488386,0.2084227632305145,0.21932683673130007,0.20284543043163733,0.10401014733144696,0.1775673651675078,0.2411494426031937,0.26747732008795577,0.2411494426031937,0.14886858217608445,0.24615278210049452,0.24114944260319376,0.19048268339241886,0.22574570653811388,0.1547152756854474,0.1675986092783766,0.2411494426031937,0.27924536776332975,0.1994764989454655,0.20285564120532584,0.21917297438383232,0.19243285460146653,0.35599662780389196,0.2301898162097017,0.15025085819910222,0.4010932430607801,0.21054911117806566,0.14425093847075332,0.19396861090558765,0.1547152756854474,0.16807661961953185,0.23373977113422226,0.2411494426031937,0.21054911117806568,0.25297406614323104,0.24114944260319376,0.18525480367585628,0.24114944260319374,0.22574570653811382,0.30621486570893186,0.2795268551005736,0.2411494426031937,0.19947649894546549
136_female,0.23207459362430605,0.20843998271448988,0.2229534563119543,0.18578013367135288,0.06812860015654132,0.1915957416926491,0.165911214953271,0.14733905272444137,9.552738489830837e-309,0.27938255255752353,0.2460692085230861,0.1753845087986698,0.22973107735265763,0.2287158157327664,0.36791768610160613,0.2897612469588882,0.22182358771060454,0.23616328158760763,0.24606920852308614,0.2460692085230861,0.24606920852308617,0.2025741899510563,0.2696133679619738,0.2561010101010101,0.3880100715520246,0.23629624704982877,0.23983520062464325,0.20843998271448988,0.24482796078049213,0.28440914208820123,0.21128947494147435,0.22535013659850262,0.2010076084491439,0.20843998271448994,0.18858274972355327,0.2511737116979823,0.20843998271448988,0.23629624704982877,0.22973107735265763,0.15969200435137337,0.22973107735265766,0.23629624704982877,0.3805779293256636,0.22973107735265763,0.1762280639932342,0.23421588594704684,0.16911101083032487,0.2460692085230861,0.20930870519385514,0.22446702530384538,0.2460692085230861,0.303568234662851,0.23629624704982877,0.4110464694667621,0.20115027554832265,0.19648508768663664,0.25348143197426853,0.24606920852308614,0.23629624704982877,0.2460692085230861,0.20843998271448988,0.23364197530864195,0.24606920852308617,0.19302239152652606,0.1587374923969712,0.2138611547066484,0.2084399827144899,0.23629624704982882,0.24448407659044413,0.20842276323051448,0.2193268367313001,0.2028454304316373,0.2001108497428966,0.12634259561205555,0.2460692085230861,0.25763778824817096,0.2460692085230861,0.15870811401586926,0.24615278210049452,0.2460692085230861,0.19048268339241886,0.23616328158760763,0.2275264756588129,0.2077977737322707,0.24293401302747097,0.26940583592354495,0.22973107735265766,0.20285564120532584,0.21917297438383232,0.19243285460146653,0.3354728718685789,0.23629624704982877,0.08521275277120155,0.38888038138052594,0.23207459362430605,0.1749823933814701,0.22908287072432934,0.22579845268795873,0.16807661961953185,0.23373977113422229,0.2460692085230861,0.23207459362430607,0.25297406614323104,0.24606920852308617,0.18525480367585628,0.2460692085230861,0.2334843758106256,0.30552779512804495,0.2801106706958125,0.2460692085230861,0.22973107735265763
332_male,0.29225879791923337,0.27975500744909776,0.2691193511008111,0.2736715775533852,0.27938255255752353,0.27689951994702866,0.27280251613971196,0.2788859460354246,0.27938255255752353,1.2624661546952362e-308,0.296622840011994,0.2717265353418308,0.28488660817745404,0.28323787705231,0.27843072339016717,0.27301966929198795,0.277354742592286,0.2854245985763947,0.296887932461513,0.296887932461513,0.296887932461513,0.27888594603542455,0.25881476576725704,0.2691607349776527,0.28765932792584004,0.28765932792584004,0.27437848801467535,0.27975500744909776,0.29688793246151296,0.2736715775533852,0.2723059096176129,0.2797550074490978,0.277354742592286,0.27975500744909787,0.2691193511008111,0.27429233570600886,0.2797550074490978,0.28765932792584004,0.28488660817745404,0.27648568117861283,0.28488660817745404,0.28765932792584004,0.27785176757364105,0.28488660817745404,0.27429233570600886,0.28205162098497116,0.2736715775533852,0.296887932461513,0.26746399602714777,0.2765889619446104,0.296887932461513,0.2650633462728944,0.28765932792584004,0.30940902158990835,0.2784307233901671,0.277354742592286,0.2788859460354245,0.296887932461513,0.28765932792584004,0.296887932461513,0.2797550074490978,0.28765932792584004,0.296887932461513,0.2703608674060586,0.2703608674060586,0.27689951994702866,0.27975500744909776,0.28765932792584004,0.2917290861783489,0.27449925509021683,0.26493957953981123,0.2703608674060586,0.2762373779175633,0.27938255255752353,0.29688793246151296,0.26415328587982123,0.293914957728837,0.2793825525575236,0.26589140870716765,0.296887932461513,0.27888594603542455,0.284886608177454,0.2794105574254987,0.2654225445540176,0.2904906765911087,0.28654196325111736,0.28009100542292575,0.26452574077139535,0.2762373779175633,0.27284390001655356,0.2641532858798212,0.28765932792584015,0.27938255255752353,0.2861542196285034,0.2820469787904827,0.276977894401181,0.28157589803012745,0.2701844872049196,0.27843072339016717,0.2762373779175633,0.29688793246151296,0.2854245985763946,0.2691193511008111,0.296887932461513,0.27843072339016717,0.28654196325111736,0.28488660817745404,0.2736715775533852,0.26911935110081114,0.296887932461513,0.28488660817745404
